T (degC),p (mbar),rh (%),model_prediction,anomaly_status,anomaly_score
13.83,991.24,98.0,1,Normal,0.48113892578534273
13.91,991.32,98.1,1,Normal,0.48060294641475987
13.98,991.41,98.1,1,Normal,0.4805077713538476
14.16,991.45,98.2,1,Normal,0.4852975057502016
14.15,991.45,98.0,1,Normal,0.48353186425582917
14.21,991.48,97.9,1,Normal,0.48070412158424636
14.32,991.49,97.9,1,Normal,0.480768107024355
15.23,991.53,97.9,1,Normal,0.48278799578469617
16.12,991.57,95.8,1,Normal,0.4715860205922905
16.21,991.57,94.9,1,Normal,0.4660176575527891
16.74,991.58,92.7,1,Normal,0.44501883571003503
17.44,991.58,86.1,1,Normal,0.4319156471196336
17.59,991.54,83.7,1,Normal,0.43089054663370935
17.73,991.61,82.4,1,Normal,0.4270172684813961
17.96,991.53,81.0,1,Normal,0.4235498338119317
18.52,991.46,77.9,1,Normal,0.42879428884798076
18.98,991.45,72.0,1,Normal,0.42070309324836097
19.2,991.46,70.1,1,Normal,0.42457726751131
18.94,991.49,68.85,1,Normal,0.42048821350454085
19.01,991.47,65.4,1,Normal,0.4242403537718189
19.49,991.45,65.4,1,Normal,0.4286322672963732
19.75,991.47,63.74,1,Normal,0.4341739422877645
19.88,991.43,62.61,1,Normal,0.4357239561251864
19.58,991.46,63.32,1,Normal,0.43305032406730437
19.75,991.46,63.54,1,Normal,0.43256501659114455
19.78,991.43,63.56,1,Normal,0.43325365597994114
20.13,991.44,60.85,1,Normal,0.43338347173963293
20.23,991.44,60.33,1,Normal,0.4352640522147863
20.28,991.39,58.93,1,Normal,0.43681013843489874
20.69,991.3,57.0,1,Normal,0.4462302104912954
20.41,991.3,56.66,1,Normal,0.4439042411829225
20.25,991.3,57.29,1,Normal,0.4417480659795131
20.42,991.26,56.91,1,Normal,0.44400757752337794
20.08,991.3,58.03,1,Normal,0.4387852266611691
20.01,991.26,59.08,1,Normal,0.43480712053814913
20.27,991.1,58.21,1,Normal,0.43638978262350464
20.26,991.09,57.97,1,Normal,0.4351534193460258
20.15,991.11,59.03,1,Normal,0.43360056557318866
20.16,991.14,59.34,1,Normal,0.4362288550620523
20.42,991.11,57.56,1,Normal,0.4422978517270786
20.43,991.06,57.41,1,Normal,0.44339712348570726
20.43,990.99,57.6,1,Normal,0.4428910314856457
20.52,990.95,57.62,1,Normal,0.44303732513050664
20.3,990.91,58.53,1,Normal,0.4363999147707028
20.03,990.84,59.63,1,Normal,0.43325483279429583
19.86,990.83,60.79,1,Normal,0.4308232416893088
19.83,990.83,62.7,1,Normal,0.4346405744851417
20.0,990.79,63.68,1,Normal,0.43431000248519736
20.23,990.7,61.26,1,Normal,0.43371403255785385
20.25,990.6,61.49,1,Normal,0.42838584558288806
20.43,990.49,59.95,1,Normal,0.4350223081020364
20.61,990.43,58.63,1,Normal,0.4367993895089386
20.49,990.44,58.65,1,Normal,0.4367993895089386
20.45,990.39,59.5,1,Normal,0.4361455675074674
20.24,990.34,60.65,1,Normal,0.4264411336876059
20.22,990.32,61.74,1,Normal,0.42859938797991604
20.28,990.33,63.19,1,Normal,0.42890595330847786
20.38,990.25,62.39,1,Normal,0.43227186086314495
5.399999999999999,990.23,61.47,1,Normal,0.4487683589568066
20.34,990.25,61.34,1,Normal,0.4315497381121564
20.26,990.28,62.04,1,Normal,0.4286018434226986
20.25,990.17,61.92,1,Normal,0.4282914681517226
20.1,990.16,62.38,1,Normal,0.4299176439967137
20.02,990.13,62.74,1,Normal,0.4306273875438853
20.07,990.09,63.37,1,Normal,0.4292641404116301
19.92,990.09,63.72,1,Normal,0.429197917858501
19.68,990.07,64.33,1,Normal,0.42657963903356855
19.41,990.09,65.99,1,Normal,0.4134749109528229
19.2,990.09,66.49,1,Normal,0.41288517836451544
19.11,990.05,66.38,1,Normal,0.4134072946729099
19.0,990.0,67.03,1,Normal,0.41003074636592085
18.78,990.06,68.79,1,Normal,0.4146121575176864
18.57,990.05,70.4,1,Normal,0.41705268915714827
18.35,989.97,72.4,1,Normal,0.4124227463999399
18.25,989.95,71.5,1,Normal,0.41278589100800145
18.12,989.96,72.5,1,Normal,0.41181671067281933
17.78,990.0,74.6,1,Normal,0.4136737454162906
17.75,990.07,73.4,1,Normal,0.41366376883538664
17.82,990.1,72.6,1,Normal,0.4120589966658356
17.42,990.11,74.5,1,Normal,0.4160974636979707
17.53,990.13,73.0,1,Normal,0.4146565724538658
17.56,990.13,72.5,1,Normal,0.4146499333936239
17.56,990.12,72.2,1,Normal,0.41003843462853035
17.56,990.14,71.8,1,Normal,0.41512986727251017
17.68,990.15,70.9,1,Normal,0.41491696599066985
17.5,990.15,72.4,1,Normal,0.41122317093414334
17.23,990.16,73.6,1,Normal,0.41368508197894804
16.92,990.22,76.3,1,Normal,0.4175547754302377
16.79,990.28,76.7,1,Normal,0.41084310102960186
16.55,990.36,79.1,1,Normal,0.4161118550968828
16.1,990.39,82.8,1,Normal,0.41040218645858184
15.89,990.27,84.6,1,Normal,0.412001510223523
15.75,990.15,86.6,1,Normal,0.4132837712311247
15.66,990.13,86.8,1,Normal,0.4113807800855433
15.48,990.08,88.1,1,Normal,0.412618985313092
15.27,990.02,89.6,1,Normal,0.4156997058500484
15.27,989.97,89.4,1,Normal,0.41760433178868783
15.22,989.97,89.8,1,Normal,0.41544523791007687
15.13,989.9,90.5,1,Normal,0.4205959905194121
15.07,989.82,91.0,1,Normal,0.4194171383153911
15.04,989.74,91.2,1,Normal,0.41935829032168065
14.93,989.6,91.5,1,Normal,0.42223863398655564
14.88,989.62,92.7,1,Normal,0.42663825711812353
14.94,989.62,92.7,1,Normal,0.4269948344568224
14.93,989.62,93.0,1,Normal,0.43265499805015395
14.86,989.57,93.2,1,Normal,0.4356101871193578
14.74,989.52,93.9,1,Normal,0.43766640773480175
14.69,989.46,94.5,1,Normal,0.4423252881564649
14.77,989.46,94.4,1,Normal,0.4430305180244023
14.66,989.35,94.2,1,Normal,0.4463356667484199
14.55,989.3,94.0,1,Normal,0.44267334705575806
14.52,989.29,94.4,1,Normal,0.445938357367987
14.5,989.19,94.6,1,Normal,0.4455296262436974
14.43,989.23,94.8,1,Normal,0.4454888891153184
14.43,989.26,94.6,1,Normal,0.4458620019622511
14.34,989.23,95.2,1,Normal,0.4471531089726261
14.33,989.12,95.7,1,Normal,0.45018283928760544
14.33,989.08,96.1,1,Normal,0.4556091935083164
14.33,988.9,96.5,1,Normal,0.4549543168364092
14.34,988.88,96.6,1,Normal,0.4549543168364092
14.26,988.78,96.6,1,Normal,0.45329752424433223
14.21,988.45,96.8,1,Normal,0.4561725346175267
14.15,988.39,97.0,1,Normal,0.45841292252040444
14.14,988.37,97.2,1,Normal,0.4647984366411264
14.16,988.31,97.3,1,Normal,0.4646492231572331
14.18,988.22,97.4,1,Normal,0.46639272207681637
14.13,988.15,97.4,1,Normal,0.46549373551484236
14.13,988.08,97.6,1,Normal,0.47046694135687944
14.15,988.11,97.7,1,Normal,0.46983074890463117
14.21,987.96,97.8,1,Normal,0.4695283433841082
14.19,987.88,97.8,1,Normal,0.4695283433841082
14.14,987.77,97.8,1,Normal,0.46912522863985795
14.11,987.77,97.9,1,Normal,0.46966690404410505
14.09,987.77,97.9,1,Normal,0.46966690404410505
14.05,987.77,98.0,1,Normal,0.4724297202679783
-0.9700000000000006,987.66,98.0,1,Normal,0.4720001198629568
14.06,987.56,98.1,1,Normal,0.47160914982440977
14.09,987.51,98.2,1,Normal,0.47305859114230486
14.13,987.28,98.2,1,Normal,0.4735211816565837
14.05,987.58,98.1,1,Normal,0.47160914982440977
14.07,987.65,98.3,1,Normal,0.4728190436599547
14.11,987.56,98.3,1,Normal,0.4727386344246846
14.13,987.44,98.3,1,Normal,0.4727386344246846
14.09,987.49,98.2,1,Normal,0.47305859114230486
14.07,987.42,98.3,1,Normal,0.4727386344246846
14.08,987.49,98.3,1,Normal,0.4727386344246846
14.11,987.57,98.4,1,Normal,0.47508275002928724
14.11,987.54,98.4,1,Normal,0.47508275002928724
14.13,987.59,98.4,1,Normal,0.47508275002928724
14.22,987.62,98.4,1,Normal,0.4751635579807388
14.32,987.59,98.4,1,Normal,0.47514598722132234
14.32,987.53,98.2,1,Normal,0.4731215589031214
14.33,987.44,98.1,1,Normal,0.4709298945522497
14.33,987.41,98.1,1,Normal,0.4709298945522497
14.26,987.4,98.0,1,Normal,0.47070010843476656
14.39,987.29,98.1,1,Normal,0.47139040347480016
14.53,987.27,97.9,1,Normal,0.466847046654758
14.75,987.35,97.6,1,Normal,0.4664652490879482
14.98,987.4,97.2,1,Normal,0.4595708207256384
15.09,987.45,96.3,1,Normal,0.4506622247199956
14.77,987.54,93.9,1,Normal,0.433231549230525
14.42,987.64,91.8,1,Normal,0.41701734090676457
14.09,987.67,90.7,1,Normal,0.4165137351553898
13.99,987.71,90.5,1,Normal,0.41362252702543273
13.97,987.7,90.2,1,Normal,0.40924963126383446
14.02,987.65,89.7,1,Normal,0.406342744406874
14.08,987.53,89.4,1,Normal,0.41255210474248466
14.27,987.45,89.8,1,Normal,0.41081542113574343
14.53,987.41,89.3,1,Normal,0.4124678234457895
14.53,987.37,89.8,1,Normal,0.41005775295187125
14.27,987.14,89.9,1,Normal,0.4103928722928473
14.29,987.06,90.2,1,Normal,0.41216431268185466
14.88,987.04,88.9,1,Normal,0.4122327401995302
15.8,987.1,85.1,1,Normal,0.4089767808846338
15.8,987.14,84.1,1,Normal,0.4105029839281358
16.17,987.06,83.8,1,Normal,0.4085497312941217
16.4,986.85,82.2,1,Normal,0.4060265300689669
16.26,986.76,82.6,1,Normal,0.40558532385449925
16.08,986.68,82.4,1,Normal,0.40466987683876826
16.15,986.57,82.2,1,Normal,0.4070856865634676
16.24,986.49,81.6,1,Normal,0.4059804860746075
16.14,986.42,81.7,1,Normal,0.40513554962561316
16.19,986.37,81.9,1,Normal,0.40726005315445396
16.82,986.2,80.2,1,Normal,0.41357933860248114
16.85,986.04,79.6,1,Normal,0.41794830779406084
16.68,985.95,78.6,1,Normal,0.4088122488049622
16.78,985.85,78.8,1,Normal,0.4123962423415748
16.73,985.78,79.0,1,Normal,0.4110871892514974
16.61,985.73,79.2,1,Normal,0.4094898486742162
16.42,985.89,80.8,1,Normal,0.4055773212426223
16.36,985.88,81.7,1,Normal,0.4049048526741284
16.51,985.75,81.3,1,Normal,0.40669115649391246
16.9,985.69,80.5,1,Normal,0.4173841823966889
16.89,985.53,80.4,1,Normal,0.4187746955321218
17.05,985.49,80.6,1,Normal,0.41632321315772425
16.97,985.47,81.0,1,Normal,0.417069292774985
17.04,985.47,81.4,1,Normal,0.41557214692203187
17.04,985.46,80.9,1,Normal,0.416103317902721
16.99,985.49,80.2,1,Normal,0.41746086803652166
16.91,985.49,78.8,1,Normal,0.41815771240539
17.07,985.57,77.9,1,Normal,0.42056909634132283
17.19,985.56,77.3,1,Normal,0.41990157278892143
17.39,985.56,75.2,1,Normal,0.4187270026892589
17.48,985.56,72.6,1,Normal,0.414387409983056
17.69,985.58,68.44,1,Normal,0.4159301509503918
17.59,985.57,67.91,1,Normal,0.4147763297164167
17.43,985.67,69.15,1,Normal,0.41597085205347184
17.09,985.69,77.9,1,Normal,0.42056909634132283
16.89,985.69,79.7,1,Normal,0.41749544702572094
17.0,985.7,71.6,1,Normal,0.41118607717775846
17.05,985.76,68.57,1,Normal,0.4145621931685813
16.81,985.81,67.07,1,Normal,0.4069753088839644
16.56,985.87,67.78,1,Normal,0.40473038723836774
16.37,985.98,69.5,1,Normal,0.40357275360324363
16.02,986.1,73.2,1,Normal,0.3992836576290845
15.73,986.2,74.8,1,Normal,0.40172726614352483
15.44,986.17,75.4,1,Normal,0.40467939677080067
25.0,986.25,76.1,1,Normal,0.48893288858724726
14.96,986.38,75.5,1,Normal,0.40929344855060923
14.85,986.62,74.0,1,Normal,0.4020034538292406
14.77,986.8,74.5,1,Normal,0.40424062841666425
14.66,986.95,76.0,1,Normal,0.40885917394270105
14.57,987.07,77.2,1,Normal,0.40798954530142545
14.47,987.16,78.0,1,Normal,0.4087942836224272
14.3,987.19,79.2,1,Normal,0.4061471669317645
14.15,987.31,79.5,1,Normal,0.4061471669317645
13.9,987.33,80.5,1,Normal,0.4019744830779743
13.76,987.33,79.3,1,Normal,0.40600740153353626
13.65,987.45,79.3,1,Normal,0.40598178629133563
13.43,987.5,80.1,1,Normal,0.4029833029721731
13.27,987.53,80.5,1,Normal,0.39987646650729997
13.12,987.61,81.2,1,Normal,0.39726972915299713
13.05,987.7,81.7,1,Normal,0.39977071489364047
13.04,987.79,82.3,1,Normal,0.40063905666100597
13.17,987.91,82.5,1,Normal,0.39891191963885125
13.26,988.05,82.6,1,Normal,0.39649508210466566
13.3,988.14,82.5,1,Normal,0.39649508210466566
13.21,988.07,82.8,1,Normal,0.39649508210466566
13.12,988.1,82.9,1,Normal,0.3985217509088903
13.05,988.14,82.9,1,Normal,0.3985217509088903
12.96,988.2,83.4,1,Normal,0.40081662547881064
12.9,988.27,83.6,1,Normal,0.4005145209587381
12.82,988.29,83.8,1,Normal,0.4002112361733197
12.71,988.35,84.5,1,Normal,0.40154453251750644
12.69,988.35,84.7,1,Normal,0.40068936814660266
12.75,988.43,84.3,1,Normal,0.4011505990605769
12.79,988.52,83.9,1,Normal,0.40133601044686534
12.77,988.59,83.7,1,Normal,0.40028457997403805
12.66,988.63,84.2,1,Normal,0.40297416645266965
12.55,988.69,84.8,1,Normal,0.4008350588232412
12.53,988.8,85.1,1,Normal,0.40068518660035907
12.58,988.91,85.3,1,Normal,0.40156155829737594
12.66,988.99,85.5,1,Normal,0.40526316768147236
12.67,989.07,85.8,1,Normal,0.4052600233971049
12.73,989.11,86.1,1,Normal,0.403306805757485
12.71,989.12,86.3,1,Normal,0.4041254121576344
12.66,989.13,87.0,1,Normal,0.4096759450627483
12.68,989.26,87.1,1,Normal,0.4107674413583876
12.67,989.31,87.1,1,Normal,0.4107674413583876
12.61,989.36,87.5,1,Normal,0.41240534202666784
12.48,989.43,88.2,1,Normal,0.40944435671360613
12.49,989.49,88.3,1,Normal,0.40746584080013265
12.53,989.5,88.0,1,Normal,0.40511745701887286
12.53,989.45,87.7,1,Normal,0.4084537124648742
12.49,989.31,87.7,1,Normal,0.4096109155055135
12.42,989.43,87.7,1,Normal,0.4090361546339686
12.37,989.5,87.6,1,Normal,0.40832198408806963
12.33,989.67,87.6,1,Normal,0.4075177093464493
12.33,989.87,87.5,1,Normal,0.40714137515788973
12.32,989.99,87.6,1,Normal,0.4081247772626366
12.26,990.01,87.8,1,Normal,0.40629699762332494
12.23,989.96,88.0,1,Normal,0.4023509512575042
12.18,989.87,88.3,1,Normal,0.40574076384567315
12.12,989.77,88.5,1,Normal,0.4045838451628321
12.02,989.74,89.0,1,Normal,0.4029936839204423
11.88,989.77,89.6,1,Normal,0.40187091101757166
11.78,989.99,90.2,1,Normal,0.40290330374388694
11.66,990.1,90.7,1,Normal,0.41072808298984775
11.56,990.11,91.3,1,Normal,0.4136405911915806
11.59,990.2,91.5,1,Normal,0.4148130002158678
11.71,990.26,91.4,1,Normal,0.4147899182799368
11.84,990.3,90.7,1,Normal,0.41153299671095356
11.95,990.39,90.3,1,Normal,0.40772523826389667
12.05,990.51,90.3,1,Normal,0.40873480591963657
12.01,990.74,90.0,1,Normal,0.40862029633108843
11.99,990.87,89.9,1,Normal,0.4096283264619247
11.93,990.95,90.1,1,Normal,0.40925593238953617
12.0,990.97,90.0,1,Normal,0.4093512712784166
12.22,991.08,89.3,1,Normal,0.41281394387579834
12.25,991.19,88.8,1,Normal,0.41493125208272674
12.36,991.27,88.4,1,Normal,0.4140039604739043
12.51,991.29,87.7,1,Normal,0.4121760978770172
12.63,991.35,87.3,1,Normal,0.41441502206281056
12.73,991.4,86.6,1,Normal,0.40800508318257855
12.75,991.46,86.4,1,Normal,0.40273112915503767
12.83,991.52,85.9,1,Normal,0.4046592225293102
13.04,991.61,85.1,1,Normal,0.4041411094950783
13.32,991.67,83.6,1,Normal,0.4044229539970921
13.51,991.71,82.8,1,Normal,0.4042741074742659
13.6,991.76,82.4,1,Normal,0.40686561135906707
13.71,991.82,81.9,1,Normal,0.40833733872874745
13.91,991.8,81.7,1,Normal,0.40824501677131475
14.13,991.84,80.9,1,Normal,0.40906752175111377
14.43,991.88,79.9,1,Normal,0.41557960048429843
14.56,991.88,78.4,1,Normal,0.412069274397994
14.66,991.93,76.8,1,Normal,0.4108061222175698
14.72,991.94,76.2,1,Normal,0.4115654863499268
14.94,991.94,75.9,1,Normal,0.4107175067630753
15.1,991.98,75.0,1,Normal,0.4084574347007779
15.17,992.08,75.1,1,Normal,0.4093143062636201
15.03,992.2,75.1,1,Normal,0.4092151690142573
14.7,992.31,76.2,1,Normal,0.4109150474908463
14.78,992.33,77.1,1,Normal,0.41242641255694773
15.03,992.31,75.4,1,Normal,0.4103013964881818
14.94,992.38,76.0,1,Normal,0.41059145511645173
14.78,992.34,77.8,1,Normal,0.4123667801804117
14.9,992.37,76.9,1,Normal,0.41307084147557166
14.72,992.42,77.7,1,Normal,0.41624741380282587
14.79,992.44,78.0,1,Normal,0.4150779901790253
14.89,992.44,77.9,1,Normal,0.41665551841482557
15.03,992.47,77.2,1,Normal,0.41511299585176464
14.92,992.5,77.4,1,Normal,0.419655393495784
15.08,992.47,77.3,1,Normal,0.4159399449107654
15.69,992.49,75.5,1,Normal,0.4145665331076769
16.04,992.44,73.7,1,Normal,0.40711411766817995
16.41,992.42,70.7,1,Normal,0.40788442930676094
16.59,992.53,68.67,1,Normal,0.4103923580211928
16.55,992.56,69.34,1,Normal,0.4097936605523079
16.71,992.48,69.42,1,Normal,0.4109588457030378
16.72,992.47,68.75,1,Normal,0.41145879271876906
16.87,992.4,68.42,1,Normal,0.4139465685748134
16.94,992.35,67.66,1,Normal,0.41360258088243135
17.14,992.29,66.51,1,Normal,0.41667045018770826
17.38,992.16,65.83,1,Normal,0.4152500063893865
17.6,992.16,64.36,1,Normal,0.4227652740903991
18.04,992.05,62.74,1,Normal,0.4257004656147276
18.26,992.04,61.74,1,Normal,0.43163100487000583
18.27,992.1,62.41,1,Normal,0.43057033520065335
17.89,992.19,63.36,1,Normal,0.4235176449661757
17.5,992.17,66.69,1,Normal,0.4120699242106223
17.8,992.09,65.35,1,Normal,0.41911707221511935
17.82,992.07,64.93,1,Normal,0.422121493530053
17.81,992.03,65.7,1,Normal,0.413871340722771
18.0,991.97,65.45,1,Normal,0.41951957523765815
18.06,991.94,65.11,1,Normal,0.42116572795231905
18.53,991.94,64.15,1,Normal,0.426898783132042
18.45,991.87,64.5,1,Normal,0.4262351028757707
18.48,991.9,64.12,1,Normal,0.4257014477404046
18.63,991.88,63.08,1,Normal,0.42712980033387504
18.55,991.85,62.62,1,Normal,0.4305309445137824
18.32,991.86,62.71,1,Normal,0.42923134440909666
18.05,991.93,63.54,1,Normal,0.4233748325965268
17.75,991.94,65.35,1,Normal,0.4191530368578882
17.51,991.96,66.56,1,Normal,0.41182655364178083
17.31,992.0,67.75,1,Normal,0.4167114743187192
17.03,992.04,69.29,1,Normal,0.41257383027523437
16.67,992.1,70.9,1,Normal,0.408914052710193
16.39,992.18,72.3,1,Normal,0.4016949160684424
16.13,992.22,73.9,1,Normal,0.40552674390453464
15.88,992.31,75.8,1,Normal,0.41042377060558205
15.66,992.41,77.6,1,Normal,0.4153381429940111
15.47,992.43,78.9,1,Normal,0.41940486426366314
15.35,992.44,79.9,1,Normal,0.4210528646504858
15.26,992.55,80.7,1,Normal,0.4139894110910843
15.17,992.79,81.6,1,Normal,0.41743666843944754
15.11,992.87,82.5,1,Normal,0.42109866951907926
15.06,992.95,83.1,1,Normal,0.41896655021461215
15.0,992.98,83.4,1,Normal,0.4183123053825317
15.0,993.08,83.0,1,Normal,0.41896655021461215
15.03,993.15,82.4,1,Normal,0.41862298885913546
15.0,993.15,82.1,1,Normal,0.41984337023384516
14.93,993.08,82.0,1,Normal,0.4191647268470568
14.87,993.05,82.0,1,Normal,0.41799465431980826
14.86,993.04,81.9,1,Normal,0.4167724046302414
14.82,993.05,82.1,1,Normal,0.4178224631527891
14.77,993.05,82.7,1,Normal,0.416619229550517
14.73,993.09,83.4,1,Normal,0.41623574745743114
14.72,993.14,83.5,1,Normal,0.4165759115034693
14.61,993.06,84.0,1,Normal,0.4178896754477975
14.46,993.04,84.8,1,Normal,0.416505367257339
14.34,993.01,85.5,1,Normal,0.4146532107633921
14.4,993.05,85.3,1,Normal,0.4147356944941798
14.46,993.04,85.1,1,Normal,0.41634963590635277
14.53,992.94,84.8,1,Normal,0.4171245952454583
14.47,992.92,85.1,1,Normal,0.41952275093958497
14.42,992.89,85.3,1,Normal,0.4167483211830378
14.38,992.84,85.7,1,Normal,0.41762810577340764
14.4,992.89,85.7,1,Normal,0.41762810577340764
14.4,992.92,85.8,1,Normal,0.41676134543866405
14.34,992.91,86.0,1,Normal,0.414095562826499
14.33,992.83,86.2,1,Normal,0.41508387585147033
14.27,992.86,86.4,1,Normal,0.4150486013649415
14.27,992.93,86.5,1,Normal,0.4144551888492284
14.22,992.98,86.7,1,Normal,0.4166499596342776
14.2,993.03,86.8,1,Normal,0.4166499596342776
14.2,993.05,87.0,1,Normal,0.41946691006240816
14.19,993.05,87.2,1,Normal,0.42096753947287774
14.2,993.06,87.2,1,Normal,0.42096753947287774
14.17,993.03,87.3,1,Normal,0.4215629108188681
14.13,993.02,87.5,1,Normal,0.422379778526205
14.13,992.9,87.6,1,Normal,0.42442950037648497
14.07,992.8,87.8,1,Normal,0.42140212125052556
14.03,992.8,88.1,1,Normal,0.41930448774708023
13.98,992.74,88.4,1,Normal,0.4205777470179649
13.92,992.78,88.7,1,Normal,0.4195144463267517
13.86,992.78,89.2,1,Normal,0.41991148521703486
13.81,992.68,89.4,1,Normal,0.4212123784243497
13.8,992.68,89.6,1,Normal,0.4190962979733666
13.8,992.69,89.8,1,Normal,0.4190962979733666
13.8,992.64,89.8,1,Normal,0.41837824596495965
13.8,992.56,89.9,1,Normal,0.4178450953059852
13.76,992.56,90.4,1,Normal,0.42160779995390874
13.69,992.57,91.1,1,Normal,0.42522313102621984
13.64,992.56,91.6,1,Normal,0.425085623491774
13.58,992.56,92.2,1,Normal,0.43305532991670176
13.51,992.56,92.7,1,Normal,0.42970626003895895
13.47,992.54,93.2,1,Normal,0.4372783103484981
13.47,992.55,93.5,1,Normal,0.4360919141554375
13.47,992.53,93.7,1,Normal,0.4360919141554375
13.46,992.45,93.8,1,Normal,0.43779845601422834
13.4,992.39,93.9,1,Normal,0.4365217363206619
13.42,992.43,93.9,1,Normal,0.43771172310088446
13.47,992.45,93.8,1,Normal,0.43779845601422834
13.47,992.49,93.7,1,Normal,0.4360919141554375
13.47,992.42,93.7,1,Normal,0.4350281097811966
13.47,992.55,93.6,1,Normal,0.4360919141554375
13.47,992.64,93.6,1,Normal,0.4366483468957456
13.52,992.73,93.7,1,Normal,0.43605090417530745
13.53,992.78,93.6,1,Normal,0.43605090417530745
13.56,992.83,93.6,1,Normal,0.4368582600242663
13.6,992.82,93.6,1,Normal,0.4385482454415947
13.62,992.81,93.5,1,Normal,0.4374416991244539
13.7,992.8,93.4,1,Normal,0.43835807975976165
13.84,992.86,93.1,1,Normal,0.4399879469869884
13.96,992.81,92.7,1,Normal,0.43440761545443085
14.05,992.8,92.4,1,Normal,0.4385927054695957
14.08,992.8,92.0,1,Normal,0.43683810142065377
14.15,992.81,91.8,1,Normal,0.4328646182566181
14.28,992.82,91.5,1,Normal,0.4337269304278078
14.48,992.87,90.9,1,Normal,0.4350372168091215
14.53,993.02,90.4,1,Normal,0.42764349401158885
14.59,993.06,90.1,1,Normal,0.4236260785014097
14.61,993.07,89.9,1,Normal,0.42385674811761903
14.6,993.13,89.7,1,Normal,0.42385674811761903
14.63,993.22,89.6,1,Normal,0.42385674811761903
14.67,993.3,89.3,1,Normal,0.4266325242669648
14.72,993.29,89.1,1,Normal,0.4250734166852396
14.74,993.31,89.2,1,Normal,0.42513306667506673
14.76,993.38,89.0,1,Normal,0.4250734166852396
14.92,993.46,88.9,1,Normal,0.42909444916775286
15.15,993.54,88.1,1,Normal,0.42739117562451695
15.5,993.54,86.0,1,Normal,0.4225459103694469
15.58,993.6,85.1,1,Normal,0.4237018190426786
15.77,993.54,83.8,1,Normal,0.4249042071386681
15.85,993.52,82.7,1,Normal,0.4251072559965055
15.76,993.51,83.5,1,Normal,0.4262097815173376
15.76,993.57,83.7,1,Normal,0.4249042071386681
15.74,993.58,83.7,1,Normal,0.4249042071386681
15.85,993.56,81.7,1,Normal,0.421313654612988
16.16,993.6,80.7,1,Normal,0.41992573570489
16.24,993.64,80.8,1,Normal,0.4192901214806169
16.68,993.7,79.2,1,Normal,0.42919421669812685
16.99,993.73,77.6,1,Normal,0.4330315538617475
17.04,993.75,76.5,1,Normal,0.4241594345369839
17.21,993.73,74.6,1,Normal,0.42330968257737145
17.77,993.67,72.4,1,Normal,0.41995138004310706
17.81,993.76,71.6,1,Normal,0.4228376201528535
17.57,993.8,71.8,1,Normal,0.42370885921719653
17.56,993.87,72.0,1,Normal,0.42155324237195396
17.55,993.91,72.9,1,Normal,0.4233159650926967
17.42,993.93,73.3,1,Normal,0.4228964575506472
17.31,993.95,74.9,1,Normal,0.42512969196170725
17.24,993.96,76.8,1,Normal,0.4295652770620585
17.23,994.0,77.4,1,Normal,0.4365628000424046
17.38,993.94,76.1,1,Normal,0.43068701125812636
17.34,993.94,75.3,1,Normal,0.4269078684353319
17.21,993.99,75.9,1,Normal,0.4277518473573724
17.28,993.95,76.6,1,Normal,0.4275334646089676
17.3,994.02,77.3,1,Normal,0.4353178654617364
17.39,994.1,76.9,1,Normal,0.43331233413660253
17.07,994.16,80.4,1,Normal,0.43705868137022763
16.55,994.21,83.7,1,Normal,0.43082296156907335
16.3,994.28,84.4,1,Normal,0.43036692161269674
16.19,994.33,84.5,1,Normal,0.4310075514345586
16.2,994.36,83.2,1,Normal,0.4301089287571671
16.29,994.38,81.9,1,Normal,0.4249785507790486
16.39,994.45,81.7,1,Normal,0.4246202002074842
16.19,994.53,83.8,1,Normal,0.4297420364890596
15.31,994.64,90.1,1,Normal,0.43133923271736563
14.98,994.74,92.5,1,Normal,0.4405151086023329
14.91,994.81,93.4,1,Normal,0.4498932036044055
14.95,994.87,93.3,1,Normal,0.4498932036044055
15.0,994.91,92.8,1,Normal,0.4394374523642731
14.99,994.94,92.4,1,Normal,0.4412388929633888
15.0,994.99,92.2,1,Normal,0.44446663609269155
14.98,995.04,92.1,1,Normal,0.4415095092114916
15.03,995.09,91.9,1,Normal,0.43877717376529796
15.03,995.12,91.5,1,Normal,0.4393167030749756
14.94,995.18,90.8,1,Normal,0.43692675281015797
14.93,995.38,90.6,1,Normal,0.43967036136371235
14.85,995.54,90.6,1,Normal,0.4383370144391438
14.8,995.66,90.3,1,Normal,0.43720988875742056
14.74,995.76,89.1,1,Normal,0.4328718018939845
14.62,995.87,88.0,1,Normal,0.4293938570103397
14.64,995.9,87.2,1,Normal,0.43156007799256174
14.56,995.95,87.8,1,Normal,0.4284192503571917
14.47,996.05,87.8,1,Normal,0.4299143009952838
14.41,996.28,87.7,1,Normal,0.43194203224675026
14.41,996.44,86.9,1,Normal,0.4311704759193098
14.49,996.52,84.1,1,Normal,0.43408633629860555
14.49,996.62,84.2,1,Normal,0.4315437136514982
14.35,996.73,84.9,1,Normal,0.4299968538918883
14.34,996.84,82.7,1,Normal,0.4336679636611379
14.33,996.88,81.3,1,Normal,0.4316933331427691
14.27,996.94,81.2,1,Normal,0.42845016200612135
14.18,996.99,81.6,1,Normal,0.431287940653639
14.08,997.09,82.0,1,Normal,0.43768648509981867
